PC1	PC2	pop	color
1_CallSnps/1a_alignment/ISC_NIGER_13.G102_Plate_1A-B01.bam	-0.0405019260209417	-0.0171765497552317	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_14.G102_Plate_1A-B02.bam	-0.0318109573315778	-0.0106526082268107	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_15.G102_Plate_1A-B03.bam	-0.0306322876924926	-0.010601916511471	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_16.G102_Plate_1A-B04.bam	-0.0323890161700074	-0.0136037976229475	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_17.G102_Plate_1A-B05.bam	-0.0272336403759819	-0.0153403975475371	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_18.G102_Plate_1A-B06.bam	-0.0369476162690013	-0.0120505289340277	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_19.G102_Plate_1A-B07.bam	-0.0430402303073473	-0.0199936251603717	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_20.G102_Plate_1A-B08.bam	-0.03910042292151	-0.011094754659834	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_21.G102_Plate_1A-B09.bam	-0.0371889007307766	-0.0144316207309245	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_22.G102_Plate_1A-B10.bam	-0.0356395834552579	-0.0133439545953272	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_23.G102_Plate_1A-B11.bam	-0.0331021582822167	-0.0124504976104015	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_24.G102_Plate_1A-B12.bam	-0.0457695574583852	-0.0183260811403052	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_25.G102_ChP_Plate_1-A03.bam	-0.0352087304596618	-0.0113953850875755	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_25.G102_Plate_1A-C01.bam	-0.0269972360640357	-0.0095239325629508	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_26.G102_Plate_1A-C02.bam	-0.0380418684239304	-0.0120850433414364	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_27.G102_Plate_1A-C03.bam	-0.0295257726745079	-0.00367578179362828	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_28.G102_Plate_1A-C04.bam	-0.0379858467577586	-0.016270237679254	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_29.G102_Plate_1A-C05.bam	-0.0391109261260072	-0.0173147377333764	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_30.G102_Plate_1A-C06.bam	-0.0246093306318293	-0.00778049078350056	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_31.G102_Plate_1A-C07.bam	-0.0328718267065313	-0.0113687547141011	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_32.G102_ChP_Plate_1-A04.bam	-0.0457513553200336	-0.0134838779381755	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_32.G102_Plate_1A-C08.bam	-0.0282941813162318	-0.0102699835022924	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_33.G102_Plate_1A-C09.bam	-0.0382594354114185	-0.0150246184942431	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_34.G102_ChP_Plate_1-A05.bam	-0.0449974010125427	-0.018926885595828	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_34.G102_Plate_1A-C10.bam	-0.0353776099333151	-0.0115248116040361	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_35.G102_Plate_1A-C11.bam	-0.0296116279159285	-0.0101615961737255	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_36.G102_ChP_Plate_1-A06.bam	-0.0507960308291925	-0.0274774379004595	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_36.G102_Plate_1A-C12.bam	-0.0281374037744941	-0.00721919912350518	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_37.G102_Plate_1A-D01.bam	-0.0394281542763488	-0.0185963811755636	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_38.G102_ChP_Plate_1-A07.bam	-0.038356467094247	-0.010896089274658	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_38.G102_Plate_1A-D02.bam	-0.0244325894333226	-0.0161927786341813	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_39.G102_ChP_Plate_1-A08.bam	-0.0307786796591311	-0.0076518035439945	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_39.G102_Plate_1A-D03.bam	-0.0193543284274164	0.00298510060644238	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_40.G102_Plate_1A-D04.bam	-0.0250536667146009	-0.00115228627491522	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_41.G102_Plate_1A-D05.bam	-0.0336355720706935	-0.0205146327592423	Pop3	#4DAF4A
1_CallSnps/1a_alignment/ISC_NIGER_42.G102_Plate_1A-D06.bam	-0.0326307839320429	-0.0136338644295404	Pop3	#4DAF4A
1_CallSnps/1a_alignment/KASSANGARA_DE_KISSA.G102_Plate_2-B10.bam	-0.0117747601593541	0.0309415030694544	Pop2	#E41A1C
1_CallSnps/1a_alignment/KASSAN_GARA.G102_ChP_Plate_1-B02.bam	-0.00412250923969306	0.0298099795175593	Pop2	#E41A1C
1_CallSnps/1a_alignment/KASSAN_GARA.G102_Plate_1B-H01.bam	-0.0174121153650066	0.0331364472819034	Pop2	#E41A1C
1_CallSnps/1a_alignment/MABERE.G102_Plate_2-B05.bam	0.0236699629645694	-0.00583863290441919	Pop1	#377EB8
1_CallSnps/1a_alignment/MOMO_FILIDABO_SISSOKO.G102_Plate_1A-D08.bam	0.00051673918257485	0.0255054496344529	Pop2	#E41A1C
1_CallSnps/1a_alignment/MOMO.G102_Plate_1A-D11.bam	-0.0197008903101311	0.00142944499190288	none	gray
1_CallSnps/1a_alignment/MOMO_NOUMOUFILI_SISSOKO.G102_Plate_1A-D10.bam	-0.0106998210098988	0.0202454218327774	Pop2	#E41A1C
1_CallSnps/1a_alignment/NABENE.G102_ChP_Plate_1-C01.bam	0.0353187989460167	-0.0205687829779293	Pop1	#377EB8
1_CallSnps/1a_alignment/NABENE.G102_Plate_2-D02.bam	0.0284992730057384	-0.0104041712753879	Pop1	#377EB8
1_CallSnps/1a_alignment/PEBIROU_SEGOU_KIYO.G102_Plate_2-G12.bam	0.0146922354308181	0.00430087597851268	Pop1	#377EB8
1_CallSnps/1a_alignment/PEFONOU.G102_Plate_2-E01.bam	0.0138664811895705	0.00175474229225254	Pop1	#377EB8
1_CallSnps/1a_alignment/PEMOUNOU.G102_ChP_Plate_1-B12.bam	0.0200628255188903	-0.00533889237141752	Pop1	#377EB8
1_CallSnps/1a_alignment/PEMOUNOU.G102_Plate_2-C12.bam	0.0142351190531951	0.00363885780475682	Pop1	#377EB8
1_CallSnps/1a_alignment/PE_OMOU.G102_Plate_2-E12.bam	0.0192804578823528	-0.0030031434534069	Pop1	#377EB8
1_CallSnps/1a_alignment/PESSI.G102_Plate_2-A01.bam	0.00548859465277556	0.00492095562732844	Pop1	#377EB8
1_CallSnps/1a_alignment/PON_1.G102_Plate_2-C03.bam	0.0170178121661453	-0.00269743144185893	Pop1	#377EB8
1_CallSnps/1a_alignment/PON_2.G102_Plate_2-C07.bam	0.0193616623627924	-0.0146591578001671	Pop1	#377EB8
1_CallSnps/1a_alignment/PON_3.G102_Plate_2-D11.bam	0.0195421525175052	-0.0172350010416997	Pop1	#377EB8
1_CallSnps/1a_alignment/PON_4.G102_ChP_Plate_1-C03.bam	0.0353556556430772	-0.01351431337138	Pop1	#377EB8
1_CallSnps/1a_alignment/PON_4.G102_Plate_2-E03.bam	0.0179799190483287	-0.0262894055634883	Pop1	#377EB8
1_CallSnps/1a_alignment/PON_5.G102_Plate_2-F01.bam	0.0238621530384141	-0.0227889699395085	Pop1	#377EB8
1_CallSnps/1a_alignment/PON_6.G102_Plate_2-F08.bam	0.0247588420818888	-0.0211178133905663	Pop1	#377EB8
1_CallSnps/1a_alignment/PONGON_10.G102_Plate_2-F03.bam	0.0162774743999097	-0.0175654764082148	Pop1	#377EB8
1_CallSnps/1a_alignment/PONGON_11.G102_Plate_2-F04.bam	0.0247295646159207	-0.0213565831783845	Pop1	#377EB8
1_CallSnps/1a_alignment/PONGON_12.G102_Plate_2-F12.bam	0.0220508156715309	-0.0187487702202108	Pop1	#377EB8
1_CallSnps/1a_alignment/PONGON_13.G102_Plate_2-G01.bam	0.0132045201556855	-0.0122653940800205	Pop1	#377EB8
